question,answer
Windowsだと販管で稟議書などにファイルを添付できない,"【現象】　
稟議書などでファイルを添付できない　（エラーメッセージ：（ファイル名）のアップロード処理でエラーが発生しました（RC=5））  
【原因】　
販管システムにファイルをアップする権限がないためです。 
【対処】
１、画面上部にあるアイコン群の一番右のアイコンをクリックし、　展開されるメニューの「オプション」をクリックする。
２、「セキュリティ」＞「セキュリティ設定」をクリック３、ステータスを「無効」に変更する。"
ウインドウズで販管の稟議書にファイルを付けられない,"【現象】　
稟議書などでファイルを添付できない　（エラーメッセージ：（ファイル名）のアップロード処理でエラーが発生しました（RC=5））  
【原因】　
販管システムにファイルをアップする権限がないためです。 
【対処】
１、画面上部にあるアイコン群の一番右のアイコンをクリックし、　展開されるメニューの「オプション」をクリックする。
２、「セキュリティ」＞「セキュリティ設定」をクリック３、ステータスを「無効」に変更する。"
Windowsから販管の稟議書などへのファイルのアタッチメントが不可,"【現象】　
稟議書などでファイルを添付できない　（エラーメッセージ：（ファイル名）のアップロード処理でエラーが発生しました（RC=5））  
【原因】　
販管システムにファイルをアップする権限がないためです。 
【対処】
１、画面上部にあるアイコン群の一番右のアイコンをクリックし、　展開されるメニューの「オプション」をクリックする。
２、「セキュリティ」＞「セキュリティ設定」をクリック３、ステータスを「無効」に変更する。"
ウインドウズの販管稟議書にファイルを添えたい,"【現象】　
稟議書などでファイルを添付できない　（エラーメッセージ：（ファイル名）のアップロード処理でエラーが発生しました（RC=5））  
【原因】　
販管システムにファイルをアップする権限がないためです。 
【対処】
１、画面上部にあるアイコン群の一番右のアイコンをクリックし、　展開されるメニューの「オプション」をクリックする。
２、「セキュリティ」＞「セキュリティ設定」をクリック３、ステータスを「無効」に変更する。"
販管の稟議書などを添付したい（ウィンドウズ）,"【現象】　
稟議書などでファイルを添付できない　（エラーメッセージ：（ファイル名）のアップロード処理でエラーが発生しました（RC=5））  
【原因】　
販管システムにファイルをアップする権限がないためです。 
【対処】
１、画面上部にあるアイコン群の一番右のアイコンをクリックし、　展開されるメニューの「オプション」をクリックする。
２、「セキュリティ」＞「セキュリティ設定」をクリック３、ステータスを「無効」に変更する。"
販管の稟議書ファイルを添付する方法（ウィンドウズ）,"【現象】　
稟議書などでファイルを添付できない　（エラーメッセージ：（ファイル名）のアップロード処理でエラーが発生しました（RC=5））  
【原因】　
販管システムにファイルをアップする権限がないためです。 
【対処】
１、画面上部にあるアイコン群の一番右のアイコンをクリックし、　展開されるメニューの「オプション」をクリックする。
２、「セキュリティ」＞「セキュリティ設定」をクリック３、ステータスを「無効」に変更する。"
販管の稟議書ファイルを添付するには（ウィンドウズ）,"【現象】　
稟議書などでファイルを添付できない　（エラーメッセージ：（ファイル名）のアップロード処理でエラーが発生しました（RC=5））  
【原因】　
販管システムにファイルをアップする権限がないためです。 
【対処】
１、画面上部にあるアイコン群の一番右のアイコンをクリックし、　展開されるメニューの「オプション」をクリックする。
２、「セキュリティ」＞「セキュリティ設定」をクリック３、ステータスを「無効」に変更する。"
モニタがつかなくなった,"・電源ケーブルがモニタに接続されているか確認する
・コンセントに挿してあるか確認する
・モニタとPC本体をケーブルで接続されているか確認する"
電源ランプは光るが画面が暗い,"・電源ケーブルがモニタに接続されているか確認する
・コンセントに挿してあるか確認する
・モニタとPC本体をケーブルで接続されているか確認する"
モニタが暗いが何か動いているように見えなくもない,"・電源ケーブルがモニタに接続されているか確認する
・コンセントに挿してあるか確認する
・モニタとPC本体をケーブルで接続されているか確認する"
モニタに電源が入らないが本体は普通に読んで、OS音も普通に遷移する,"・電源ケーブルがモニタに接続されているか確認する
・コンセントに挿してあるか確認する
・モニタとPC本体をケーブルで接続されているか確認する"
モニタが全くみれないんですが,"・電源ケーブルがモニタに接続されているか確認する
・コンセントに挿してあるか確認する
・モニタとPC本体をケーブルで接続されているか確認する"
モニタがつかなくて困っています,"・電源ケーブルがモニタに接続されているか確認する
・コンセントに挿してあるか確認する
・モニタとPC本体をケーブルで接続されているか確認する"
モニタを見るための処理,"・電源ケーブルがモニタに接続されているか確認する
・コンセントに挿してあるか確認する
・モニタとPC本体をケーブルで接続されているか確認する"
画面がつかない,"・電源ケーブルがモニタに接続されているか確認する
・コンセントに挿してあるか確認する
・モニタとPC本体をケーブルで接続されているか確認する"
モニタが表示されない,"・電源ケーブルがモニタに接続されているか確認する
・コンセントに挿してあるか確認する
・モニタとPC本体をケーブルで接続されているか確認する"
モニタが点灯しなくなった,"・電源ケーブルがモニタに接続されているか確認する
・コンセントに挿してあるか確認する
・モニタとPC本体をケーブルで接続されているか確認する"
画面が消えた,"・電源ケーブルがモニタに接続されているか確認する
・コンセントに挿してあるか確認する
・モニタとPC本体をケーブルで接続されているか確認する"
モニターが真っ暗,"・電源ケーブルがモニタに接続されているか確認する
・コンセントに挿してあるか確認する
・モニタとPC本体をケーブルで接続されているか確認する"
モニタが暗いまま,"・電源ケーブルがモニタに接続されているか確認する
・コンセントに挿してあるか確認する
・モニタとPC本体をケーブルで接続されているか確認する"
モニタが見れません,"・電源ケーブルがモニタに接続されているか確認する
・コンセントに挿してあるか確認する
・モニタとPC本体をケーブルで接続されているか確認する"
モニタを直したい,"・電源ケーブルがモニタに接続されているか確認する
・コンセントに挿してあるか確認する
・モニタとPC本体をケーブルで接続されているか確認する"
つかなくなったモニタを直す方法は,"・電源ケーブルがモニタに接続されているか確認する
・コンセントに挿してあるか確認する
・モニタとPC本体をケーブルで接続されているか確認する"
販管からデータをDLできない,"【現象】   　
販管からデータをダウンロードするとエラーが発生し、ファイルがダウンロードできない。
【原因】 　
販管からご使用のPCに対してファイルのダウンロード許可がないため、　ダウンロードが出来ません。　
その状態で処理を進めるため、対象のファイルがないというアラートとなっています。
【対処】 　
以下の操作でセキュリティを変更してください。
　１、画面上部にあるアイコン群の一番右のアイコンをクリックし、　展開されるメニューの「オプション」をクリックする。
　２、「セキュリティ」＞「セキュリティ設定」をクリック３、ステータスを「無効」に変更する。"
販管からのデータが取れない,"【現象】   　
販管からデータをダウンロードするとエラーが発生し、ファイルがダウンロードできない。
【原因】 　
販管からご使用のPCに対してファイルのダウンロード許可がないため、　ダウンロードが出来ません。　
その状態で処理を進めるため、対象のファイルがないというアラートとなっています。
【対処】 　
以下の操作でセキュリティを変更してください。
　１、画面上部にあるアイコン群の一番右のアイコンをクリックし、　展開されるメニューの「オプション」をクリックする。
　２、「セキュリティ」＞「セキュリティ設定」をクリック３、ステータスを「無効」に変更する。"
販管のデータファイルが端末に出力できない,"【現象】   　
販管からデータをダウンロードするとエラーが発生し、ファイルがダウンロードできない。
【原因】 　
販管からご使用のPCに対してファイルのダウンロード許可がないため、　ダウンロードが出来ません。　
その状態で処理を進めるため、対象のファイルがないというアラートとなっています。
【対処】 　
以下の操作でセキュリティを変更してください。
　１、画面上部にあるアイコン群の一番右のアイコンをクリックし、　展開されるメニューの「オプション」をクリックする。
　２、「セキュリティ」＞「セキュリティ設定」をクリック３、ステータスを「無効」に変更する。"
販管の吐き出しファイルがダウンロードできない,"【現象】   　
販管からデータをダウンロードするとエラーが発生し、ファイルがダウンロードできない。
【原因】 　
販管からご使用のPCに対してファイルのダウンロード許可がないため、　ダウンロードが出来ません。　
その状態で処理を進めるため、対象のファイルがないというアラートとなっています。
【対処】 　
以下の操作でセキュリティを変更してください。
　１、画面上部にあるアイコン群の一番右のアイコンをクリックし、　展開されるメニューの「オプション」をクリックする。
　２、「セキュリティ」＞「セキュリティ設定」をクリック３、ステータスを「無効」に変更する。"
販管システム内からデータをダウンロードしたい,"【現象】   　
販管からデータをダウンロードするとエラーが発生し、ファイルがダウンロードできない。
【原因】 　
販管からご使用のPCに対してファイルのダウンロード許可がないため、　ダウンロードが出来ません。　
その状態で処理を進めるため、対象のファイルがないというアラートとなっています。
【対処】 　
以下の操作でセキュリティを変更してください。
　１、画面上部にあるアイコン群の一番右のアイコンをクリックし、　展開されるメニューの「オプション」をクリックする。
　２、「セキュリティ」＞「セキュリティ設定」をクリック３、ステータスを「無効」に変更する。"
販管システム内にあるデータをおとしたい,"【現象】   　
販管からデータをダウンロードするとエラーが発生し、ファイルがダウンロードできない。
【原因】 　
販管からご使用のPCに対してファイルのダウンロード許可がないため、　ダウンロードが出来ません。　
その状態で処理を進めるため、対象のファイルがないというアラートとなっています。
【対処】 　
以下の操作でセキュリティを変更してください。
　１、画面上部にあるアイコン群の一番右のアイコンをクリックし、　展開されるメニューの「オプション」をクリックする。
　２、「セキュリティ」＞「セキュリティ設定」をクリック３、ステータスを「無効」に変更する。"
販管システムからDLしたデータを確認したい,"【現象】   　
販管からデータをダウンロードするとエラーが発生し、ファイルがダウンロードできない。
【原因】 　
販管からご使用のPCに対してファイルのダウンロード許可がないため、　ダウンロードが出来ません。　
その状態で処理を進めるため、対象のファイルがないというアラートとなっています。
【対処】 　
以下の操作でセキュリティを変更してください。
　１、画面上部にあるアイコン群の一番右のアイコンをクリックし、　展開されるメニューの「オプション」をクリックする。
　２、「セキュリティ」＞「セキュリティ設定」をクリック３、ステータスを「無効」に変更する。"
販管からデータをダウンロード出来ない,"【現象】   　
販管からデータをダウンロードするとエラーが発生し、ファイルがダウンロードできない。
【原因】 　
販管からご使用のPCに対してファイルのダウンロード許可がないため、　ダウンロードが出来ません。　
その状態で処理を進めるため、対象のファイルがないというアラートとなっています。
【対処】 　
以下の操作でセキュリティを変更してください。
　１、画面上部にあるアイコン群の一番右のアイコンをクリックし、　展開されるメニューの「オプション」をクリックする。
　２、「セキュリティ」＞「セキュリティ設定」をクリック３、ステータスを「無効」に変更する。"
販管のデータを取り込めない,"【現象】   　
販管からデータをダウンロードするとエラーが発生し、ファイルがダウンロードできない。
【原因】 　
販管からご使用のPCに対してファイルのダウンロード許可がないため、　ダウンロードが出来ません。　
その状態で処理を進めるため、対象のファイルがないというアラートとなっています。
【対処】 　
以下の操作でセキュリティを変更してください。
　１、画面上部にあるアイコン群の一番右のアイコンをクリックし、　展開されるメニューの「オプション」をクリックする。
　２、「セキュリティ」＞「セキュリティ設定」をクリック３、ステータスを「無効」に変更する。"
販管からデータを保存できない,"【現象】   　
販管からデータをダウンロードするとエラーが発生し、ファイルがダウンロードできない。
【原因】 　
販管からご使用のPCに対してファイルのダウンロード許可がないため、　ダウンロードが出来ません。　
その状態で処理を進めるため、対象のファイルがないというアラートとなっています。
【対処】 　
以下の操作でセキュリティを変更してください。
　１、画面上部にあるアイコン群の一番右のアイコンをクリックし、　展開されるメニューの「オプション」をクリックする。
　２、「セキュリティ」＞「セキュリティ設定」をクリック３、ステータスを「無効」に変更する。"
販管からデータを取り込めない,"【現象】   　
販管からデータをダウンロードするとエラーが発生し、ファイルがダウンロードできない。
【原因】 　
販管からご使用のPCに対してファイルのダウンロード許可がないため、　ダウンロードが出来ません。　
その状態で処理を進めるため、対象のファイルがないというアラートとなっています。
【対処】 　
以下の操作でセキュリティを変更してください。
　１、画面上部にあるアイコン群の一番右のアイコンをクリックし、　展開されるメニューの「オプション」をクリックする。
　２、「セキュリティ」＞「セキュリティ設定」をクリック３、ステータスを「無効」に変更する。"
販管からデータを落としたい,"【現象】   　
販管からデータをダウンロードするとエラーが発生し、ファイルがダウンロードできない。
【原因】 　
販管からご使用のPCに対してファイルのダウンロード許可がないため、　ダウンロードが出来ません。　
その状態で処理を進めるため、対象のファイルがないというアラートとなっています。
【対処】 　
以下の操作でセキュリティを変更してください。
　１、画面上部にあるアイコン群の一番右のアイコンをクリックし、　展開されるメニューの「オプション」をクリックする。
　２、「セキュリティ」＞「セキュリティ設定」をクリック３、ステータスを「無効」に変更する。"
販管からデータを得るには,"【現象】   　
販管からデータをダウンロードするとエラーが発生し、ファイルがダウンロードできない。
【原因】 　
販管からご使用のPCに対してファイルのダウンロード許可がないため、　ダウンロードが出来ません。　
その状態で処理を進めるため、対象のファイルがないというアラートとなっています。
【対処】 　
以下の操作でセキュリティを変更してください。
　１、画面上部にあるアイコン群の一番右のアイコンをクリックし、　展開されるメニューの「オプション」をクリックする。
　２、「セキュリティ」＞「セキュリティ設定」をクリック３、ステータスを「無効」に変更する。"
販管データのダウンロードをしたい,"【現象】   　
販管からデータをダウンロードするとエラーが発生し、ファイルがダウンロードできない。
【原因】 　
販管からご使用のPCに対してファイルのダウンロード許可がないため、　ダウンロードが出来ません。　
その状態で処理を進めるため、対象のファイルがないというアラートとなっています。
【対処】 　
以下の操作でセキュリティを変更してください。
　１、画面上部にあるアイコン群の一番右のアイコンをクリックし、　展開されるメニューの「オプション」をクリックする。
　２、「セキュリティ」＞「セキュリティ設定」をクリック３、ステータスを「無効」に変更する。"
販管データのダウンロードをする方法,"【現象】   　
販管からデータをダウンロードするとエラーが発生し、ファイルがダウンロードできない。
【原因】 　
販管からご使用のPCに対してファイルのダウンロード許可がないため、　ダウンロードが出来ません。　
その状態で処理を進めるため、対象のファイルがないというアラートとなっています。
【対処】 　
以下の操作でセキュリティを変更してください。
　１、画面上部にあるアイコン群の一番右のアイコンをクリックし、　展開されるメニューの「オプション」をクリックする。
　２、「セキュリティ」＞「セキュリティ設定」をクリック３、ステータスを「無効」に変更する。"
販管データのダウンロードのやり方,"【現象】   　
販管からデータをダウンロードするとエラーが発生し、ファイルがダウンロードできない。
【原因】 　
販管からご使用のPCに対してファイルのダウンロード許可がないため、　ダウンロードが出来ません。　
その状態で処理を進めるため、対象のファイルがないというアラートとなっています。
【対処】 　
以下の操作でセキュリティを変更してください。
　１、画面上部にあるアイコン群の一番右のアイコンをクリックし、　展開されるメニューの「オプション」をクリックする。
　２、「セキュリティ」＞「セキュリティ設定」をクリック３、ステータスを「無効」に変更する。"
販管で表示される承認フローが誤っている,"【現象】
販管の承認フローで、意図しないメンバーが承認者になっている。
※販管の承認フローは1パターンなので、申込伝票や稟議書で共通となります。
【対処】
上記現象が発生した場合、所属によって問い合わせ先が異なります。以下に問い合わせてください。　
　・セプ連に所属している方　→　人材開発室　へお問い合わせください。　
　・それ以外の所属の方　→　情報システム部　へお問い合わせください。"
販管システムの●●業務の承認フローが違う,"【現象】
販管の承認フローで、意図しないメンバーが承認者になっている。
※販管の承認フローは1パターンなので、申込伝票や稟議書で共通となります。
【対処】
上記現象が発生した場合、所属によって問い合わせ先が異なります。以下に問い合わせてください。　
　・セプ連に所属している方　→　人材開発室　へお問い合わせください。　
　・それ以外の所属の方　→　情報システム部　へお問い合わせください。"
販管内の閲覧承認の席次が間違っている,"【現象】
販管の承認フローで、意図しないメンバーが承認者になっている。
※販管の承認フローは1パターンなので、申込伝票や稟議書で共通となります。
【対処】
上記現象が発生した場合、所属によって問い合わせ先が異なります。以下に問い合わせてください。　
　・セプ連に所属している方　→　人材開発室　へお問い合わせください。　
　・それ以外の所属の方　→　情報システム部　へお問い合わせください。"
販管の承認系業務の条件が誤作動する,"【現象】
販管の承認フローで、意図しないメンバーが承認者になっている。
※販管の承認フローは1パターンなので、申込伝票や稟議書で共通となります。
【対処】
上記現象が発生した場合、所属によって問い合わせ先が異なります。以下に問い合わせてください。　
　・セプ連に所属している方　→　人材開発室　へお問い合わせください。　
　・それ以外の所属の方　→　情報システム部　へお問い合わせください。"
販管システム内にて間違った承認フローが表示されている,"【現象】
販管の承認フローで、意図しないメンバーが承認者になっている。
※販管の承認フローは1パターンなので、申込伝票や稟議書で共通となります。
【対処】
上記現象が発生した場合、所属によって問い合わせ先が異なります。以下に問い合わせてください。　
　・セプ連に所属している方　→　人材開発室　へお問い合わせください。　
　・それ以外の所属の方　→　情報システム部　へお問い合わせください。"
販管システム内の承認フローが間違っている可能性がある,"【現象】
販管の承認フローで、意図しないメンバーが承認者になっている。
※販管の承認フローは1パターンなので、申込伝票や稟議書で共通となります。
【対処】
上記現象が発生した場合、所属によって問い合わせ先が異なります。以下に問い合わせてください。　
　・セプ連に所属している方　→　人材開発室　へお問い合わせください。　
　・それ以外の所属の方　→　情報システム部　へお問い合わせください。"
販管での承認フローが誤っているのでエラーが出る,"【現象】
販管の承認フローで、意図しないメンバーが承認者になっている。
※販管の承認フローは1パターンなので、申込伝票や稟議書で共通となります。
【対処】
上記現象が発生した場合、所属によって問い合わせ先が異なります。以下に問い合わせてください。　
　・セプ連に所属している方　→　人材開発室　へお問い合わせください。　
　・それ以外の所属の方　→　情報システム部　へお問い合わせください。"
販管上の承認フローに間違いがある,"【現象】
販管の承認フローで、意図しないメンバーが承認者になっている。
※販管の承認フローは1パターンなので、申込伝票や稟議書で共通となります。
【対処】
上記現象が発生した場合、所属によって問い合わせ先が異なります。以下に問い合わせてください。　
　・セプ連に所属している方　→　人材開発室　へお問い合わせください。　
　・それ以外の所属の方　→　情報システム部　へお問い合わせください。"
販管上の承認フローが間違っている,"【現象】
販管の承認フローで、意図しないメンバーが承認者になっている。
※販管の承認フローは1パターンなので、申込伝票や稟議書で共通となります。
【対処】
上記現象が発生した場合、所属によって問い合わせ先が異なります。以下に問い合わせてください。　
　・セプ連に所属している方　→　人材開発室　へお問い合わせください。　
　・それ以外の所属の方　→　情報システム部　へお問い合わせください。"
販管上の承認フローに訂正箇所がある,"【現象】
販管の承認フローで、意図しないメンバーが承認者になっている。
※販管の承認フローは1パターンなので、申込伝票や稟議書で共通となります。
【対処】
上記現象が発生した場合、所属によって問い合わせ先が異なります。以下に問い合わせてください。　
　・セプ連に所属している方　→　人材開発室　へお問い合わせください。　
　・それ以外の所属の方　→　情報システム部　へお問い合わせください。"
販管の承認フローを訂正するには,"【現象】
販管の承認フローで、意図しないメンバーが承認者になっている。
※販管の承認フローは1パターンなので、申込伝票や稟議書で共通となります。
【対処】
上記現象が発生した場合、所属によって問い合わせ先が異なります。以下に問い合わせてください。　
　・セプ連に所属している方　→　人材開発室　へお問い合わせください。　
　・それ以外の所属の方　→　情報システム部　へお問い合わせください。"
販管で表示される承認フローに誤りがある場合,"【現象】
販管の承認フローで、意図しないメンバーが承認者になっている。
※販管の承認フローは1パターンなので、申込伝票や稟議書で共通となります。
【対処】
上記現象が発生した場合、所属によって問い合わせ先が異なります。以下に問い合わせてください。　
　・セプ連に所属している方　→　人材開発室　へお問い合わせください。　
　・それ以外の所属の方　→　情報システム部　へお問い合わせください。"
販管の承認フローが間違っている,"【現象】
販管の承認フローで、意図しないメンバーが承認者になっている。
※販管の承認フローは1パターンなので、申込伝票や稟議書で共通となります。
【対処】
上記現象が発生した場合、所属によって問い合わせ先が異なります。以下に問い合わせてください。　
　・セプ連に所属している方　→　人材開発室　へお問い合わせください。　
　・それ以外の所属の方　→　情報システム部　へお問い合わせください。"
販管での承認フローが間違っています,"【現象】
販管の承認フローで、意図しないメンバーが承認者になっている。
※販管の承認フローは1パターンなので、申込伝票や稟議書で共通となります。
【対処】
上記現象が発生した場合、所属によって問い合わせ先が異なります。以下に問い合わせてください。　
　・セプ連に所属している方　→　人材開発室　へお問い合わせください。　
　・それ以外の所属の方　→　情報システム部　へお問い合わせください。"
販管での承認フローを直す方法,"【現象】
販管の承認フローで、意図しないメンバーが承認者になっている。
※販管の承認フローは1パターンなので、申込伝票や稟議書で共通となります。
【対処】
上記現象が発生した場合、所属によって問い合わせ先が異なります。以下に問い合わせてください。　
　・セプ連に所属している方　→　人材開発室　へお問い合わせください。　
　・それ以外の所属の方　→　情報システム部　へお問い合わせください。"
販管で表示される承認フローを正しくするには,"【現象】
販管の承認フローで、意図しないメンバーが承認者になっている。
※販管の承認フローは1パターンなので、申込伝票や稟議書で共通となります。
【対処】
上記現象が発生した場合、所属によって問い合わせ先が異なります。以下に問い合わせてください。　
　・セプ連に所属している方　→　人材開発室　へお問い合わせください。　
　・それ以外の所属の方　→　情報システム部　へお問い合わせください。"
販管の実費報告時にエラーが発生し、報告完了できない,"【現象】
販管にて、承認済み申請書の実費報告をする際にエラーメッセージ（申請額との乖離が許容値を超えました）が表示され、報告を完了できない。
【原因】
実費報告時の金額が申請時の金額から3割以上増減している場合、再申請が必要になります。
【対処】
変更後の金額で再申請し、承認をもらい直してください。"
販管の費用系登録承認でエラーがあるので処理が途中で止まる,"【現象】
販管にて、承認済み申請書の実費報告をする際にエラーメッセージ（申請額との乖離が許容値を超えました）が表示され、報告を完了できない。
【原因】
実費報告時の金額が申請時の金額から3割以上増減している場合、再申請が必要になります。
【対処】
変更後の金額で再申請し、承認をもらい直してください。"
販管の経理系費用報告プロセスに設定ミスがあり、業務不能,"【現象】
販管にて、承認済み申請書の実費報告をする際にエラーメッセージ（申請額との乖離が許容値を超えました）が表示され、報告を完了できない。
【原因】
実費報告時の金額が申請時の金額から3割以上増減している場合、再申請が必要になります。
【対処】
変更後の金額で再申請し、承認をもらい直してください。"
販管の実費報告フローでエラーが出ると、システム上の報告完了が不可,"【現象】
販管にて、承認済み申請書の実費報告をする際にエラーメッセージ（申請額との乖離が許容値を超えました）が表示され、報告を完了できない。
【原因】
実費報告時の金額が申請時の金額から3割以上増減している場合、再申請が必要になります。
【対処】
変更後の金額で再申請し、承認をもらい直してください。"
販管システムにて実費報告の完了ができない,"【現象】
販管にて、承認済み申請書の実費報告をする際にエラーメッセージ（申請額との乖離が許容値を超えました）が表示され、報告を完了できない。
【原因】
実費報告時の金額が申請時の金額から3割以上増減している場合、再申請が必要になります。
【対処】
変更後の金額で再申請し、承認をもらい直してください。"
販管システム使用時に完了操作が実行できない,"【現象】
販管にて、承認済み申請書の実費報告をする際にエラーメッセージ（申請額との乖離が許容値を超えました）が表示され、報告を完了できない。
【原因】
実費報告時の金額が申請時の金額から3割以上増減している場合、再申請が必要になります。
【対処】
変更後の金額で再申請し、承認をもらい直してください。"
販管システム操作にて不具合が生じてしまう,"【現象】
販管にて、承認済み申請書の実費報告をする際にエラーメッセージ（申請額との乖離が許容値を超えました）が表示され、報告を完了できない。
【原因】
実費報告時の金額が申請時の金額から3割以上増減している場合、再申請が必要になります。
【対処】
変更後の金額で再申請し、承認をもらい直してください。"
エラーが発生して、販管の実費報告が完了できない,"【現象】
販管にて、承認済み申請書の実費報告をする際にエラーメッセージ（申請額との乖離が許容値を超えました）が表示され、報告を完了できない。
【原因】
実費報告時の金額が申請時の金額から3割以上増減している場合、再申請が必要になります。
【対処】
変更後の金額で再申請し、承認をもらい直してください。"
エラーが発生して、販管の実費報告ができない,"【現象】
販管にて、承認済み申請書の実費報告をする際にエラーメッセージ（申請額との乖離が許容値を超えました）が表示され、報告を完了できない。
【原因】
実費報告時の金額が申請時の金額から3割以上増減している場合、再申請が必要になります。
【対処】
変更後の金額で再申請し、承認をもらい直してください。"
エラーのせいで、販管の実費報告ができない,"【現象】
販管にて、承認済み申請書の実費報告をする際にエラーメッセージ（申請額との乖離が許容値を超えました）が表示され、報告を完了できない。
【原因】
実費報告時の金額が申請時の金額から3割以上増減している場合、再申請が必要になります。
【対処】
変更後の金額で再申請し、承認をもらい直してください。"
販管の実費報告画面でエラーが出る,"【現象】
販管にて、承認済み申請書の実費報告をする際にエラーメッセージ（申請額との乖離が許容値を超えました）が表示され、報告を完了できない。
【原因】
実費報告時の金額が申請時の金額から3割以上増減している場合、再申請が必要になります。
【対処】
変更後の金額で再申請し、承認をもらい直してください。"
販管で一部エラーが発生する,"【現象】
販管にて、承認済み申請書の実費報告をする際にエラーメッセージ（申請額との乖離が許容値を超えました）が表示され、報告を完了できない。
【原因】
実費報告時の金額が申請時の金額から3割以上増減している場合、再申請が必要になります。
【対処】
変更後の金額で再申請し、承認をもらい直してください。"
販管のエラーで実費報告出来ない,"【現象】
販管にて、承認済み申請書の実費報告をする際にエラーメッセージ（申請額との乖離が許容値を超えました）が表示され、報告を完了できない。
【原因】
実費報告時の金額が申請時の金額から3割以上増減している場合、再申請が必要になります。
【対処】
変更後の金額で再申請し、承認をもらい直してください。"
販管の実費報告時にエラーが発生して報告ができない,"【現象】
販管にて、承認済み申請書の実費報告をする際にエラーメッセージ（申請額との乖離が許容値を超えました）が表示され、報告を完了できない。
【原因】
実費報告時の金額が申請時の金額から3割以上増減している場合、再申請が必要になります。
【対処】
変更後の金額で再申請し、承認をもらい直してください。"
販管の実費報告する際のエラーの対処方法,"【現象】
販管にて、承認済み申請書の実費報告をする際にエラーメッセージ（申請額との乖離が許容値を超えました）が表示され、報告を完了できない。
【原因】
実費報告時の金額が申請時の金額から3割以上増減している場合、再申請が必要になります。
【対処】
変更後の金額で再申請し、承認をもらい直してください。"
販管の実費報告するときエラーがでてしまうのでそれを直したい,"【現象】
販管にて、承認済み申請書の実費報告をする際にエラーメッセージ（申請額との乖離が許容値を超えました）が表示され、報告を完了できない。
【原因】
実費報告時の金額が申請時の金額から3割以上増減している場合、再申請が必要になります。
【対処】
変更後の金額で再申請し、承認をもらい直してください。"
異動(会社間)時にメールデータを持っていきたい,メール同様異動先に情報を移行する事はセキュリティ上できませんのでご了承下さい。
子会社や関連会社異動の際に、データ運用基準の範囲のメールデータも移行させたい,メール同様異動先に情報を移行する事はセキュリティ上できませんのでご了承下さい。
グループ内企業での異動の際、メールデータを移行できるか,メール同様異動先に情報を移行する事はセキュリティ上できませんのでご了承下さい。
関連企業異動の時、メールボックスの中身はそのまま引き継ぎたい,メール同様異動先に情報を移行する事はセキュリティ上できませんのでご了承下さい。
自社内にてメールデータを持ち出しする場合,メール同様異動先に情報を移行する事はセキュリティ上できませんのでご了承下さい。
異動でフロア異動になった際のメールデータ移行,メール同様異動先に情報を移行する事はセキュリティ上できませんのでご了承下さい。
自社内異動になった時メールデータも引き継ぎ可能か,メール同様異動先に情報を移行する事はセキュリティ上できませんのでご了承下さい。
異動の際のメールデータ移行,メール同様異動先に情報を移行する事はセキュリティ上できませんのでご了承下さい。
異動時にメールを移行したい,メール同様異動先に情報を移行する事はセキュリティ上できませんのでご了承下さい。
異動する際、メールデータを持ち運びたい,メール同様異動先に情報を移行する事はセキュリティ上できませんのでご了承下さい。
異動先でもメールデータを閲覧したい,メール同様異動先に情報を移行する事はセキュリティ上できませんのでご了承下さい。
異動先にもメールデータを持って行きたい,メール同様異動先に情報を移行する事はセキュリティ上できませんのでご了承下さい。
異動先でメールデータを見る方法,メール同様異動先に情報を移行する事はセキュリティ上できませんのでご了承下さい。
メールデータを持参したい,メール同様異動先に情報を移行する事はセキュリティ上できませんのでご了承下さい。
メールデータを持って会社間で引継ぎしたい,メール同様異動先に情報を移行する事はセキュリティ上できませんのでご了承下さい。
異動する時にメールデータを移行できるのか,メール同様異動先に情報を移行する事はセキュリティ上できませんのでご了承下さい。
IDシステム利用のための設定を行う（IE/Chrome）,"情シス貸与のPCを利用して、InternetExplorer、またはGoogle Chromeで社内システムにアクセスする場合に以下の設定を行う必要があります。
(1)スタートをクリックして、コントロールパネルを開きます。  表示方法を[大きいアイコン]もしくは[小さいアイコン]にします。  
　変更後、[インターネット オプション]をクリックします。  
(2)[セキュリティ]タブをクリックします。 
　 [インターネット]アイコンをクリックします。  
　ページ下部の[レベルのカスタマイズ]をクリックします。 
(3)ユーザー認証＞ログオンという項目内の  [現在のユーザー名とパスワードを自動的にログオンする]にチェックを付けます。 
　 [OK]をクリックすると[このゾーンを変更しますか？]という画面が表示されるので  [はい]をクリックします。 
(4)先ほどの画面に戻るのでここで[OK]をクリックします。"
