id,question,answer_id,answer_body
1352305,メール　届かない　エラー,4589,"メールが受信出来ず、送信者にエラーが返るとのことですね。

以下のエラーが出る場合には、お客様、もしくはお客様のシステム部門に以下のシステム変更をご依頼頂く必要があります。

 From: Mail Delivery Subsystem [mailto:mailer-daemon@googlemail.com]
 
 Sent: Friday, February 26, 2010 4:44 PM
 To: itsystems@septeni-holdings.co.jp
 Subject: Delivery Status Notification (Failure)
 
 Delivery to the following recipient failed permanently:
 
 itsystems@septeni.co.jp
 
 Technical details of permanent failure:
 
Message rejected. Please visit
 
http://www.google.com/mail/help/bulk_mail.html to review our Bulk
 Email Senders Guidelines.
 
お客様がご利用しているメールサーバ(SMTPサーバ)の設定をしているDNSサーバに、

SMTPサーバのIPアドレスを「SPFレコード」として登録をお願いします。
これは最近のメールシステムで推奨している手法となりますので、弊社以外の取引先もご考慮頂き、登録される事を推奨致します。

DNSレコード登録例
 
 domain.co.jp. TXT &#039;v=spf1 ip4:123.123.123.123/24 ~all&#039;
 ※     IPアドレスはご利用中のSMTPサーバのグローバルIPアドレス"
1352306,Office2003からOffice2007に変更したい,4590,"使用しているOfficeのバージョンを変更したいのですね。

情シスまでお問い合わせ下さい。
 ML：itsystems@septeni-holdings.co.jp
 
インストール方法をメールにてご連絡致します。"
1352307,オフィス　バージョン　変更,4590,"使用しているOfficeのバージョンを変更したいのですね。

情シスまでお問い合わせ下さい。
 ML：itsystems@septeni-holdings.co.jp
 
インストール方法をメールにてご連絡致します。"
1352308,オフィス　バージョン　変えたい,4590,"使用しているOfficeのバージョンを変更したいのですね。

情シスまでお問い合わせ下さい。
 ML：itsystems@septeni-holdings.co.jp
 
インストール方法をメールにてご連絡致します。"
1352309,FirefoxにてPDFが文字化けする（文字が表示しない）,4591,"FirefoxにてPDFが文字化けするとのことですね。

以下を実施して下さい。
 
 �@Firefoxのメニューから「オプション」→「オプション」を選択します。
　メニューバーを出している方は「ツール」→「オプション」を選択します。
 �Aオプションの画面が表示されたら「プログラム」をクリックします。
 �B検索フォームに「PDF」と入力します。
 �CPDF文書の取り扱い方法で「Adobe Readerを使用」もしくは
「Adobe Acrobatを使用」を選択します。

 �D「OK」をクリックして設定終了です。
 �E設定後、F5キーを押すか再度PDFファイルを開いて下さい。"
1352310,Firefox　PDF　文字化け,4591,"FirefoxにてPDFが文字化けするとのことですね。

以下を実施して下さい。
 
 �@Firefoxのメニューから「オプション」→「オプション」を選択します。
　メニューバーを出している方は「ツール」→「オプション」を選択します。
 �Aオプションの画面が表示されたら「プログラム」をクリックします。
 �B検索フォームに「PDF」と入力します。
 �CPDF文書の取り扱い方法で「Adobe Readerを使用」もしくは
「Adobe Acrobatを使用」を選択します。

 �D「OK」をクリックして設定終了です。
 �E設定後、F5キーを押すか再度PDFファイルを開いて下さい。"
1352311,Firefox　PDF　文字　表示しない,4591,"FirefoxにてPDFが文字化けするとのことですね。

以下を実施して下さい。
 
 �@Firefoxのメニューから「オプション」→「オプション」を選択します。
　メニューバーを出している方は「ツール」→「オプション」を選択します。
 �Aオプションの画面が表示されたら「プログラム」をクリックします。
 �B検索フォームに「PDF」と入力します。
 �CPDF文書の取り扱い方法で「Adobe Readerを使用」もしくは
「Adobe Acrobatを使用」を選択します。

 �D「OK」をクリックして設定終了です。
 �E設定後、F5キーを押すか再度PDFファイルを開いて下さい。"
1352312,プリンタを使用したい（VSR）,4592,"Vasaraのプリンタ使用に関してですね。

※下記フォルダに格納されている【DocuCentre-III C3305(Vasara専用）  】フォルダ配下にある
　【Windows7】もしくは  【Windows10】フォルダを＜デスクトップにコピー＞してください。

 \\septeni.jp\metal\Gr_d_全社共有\情報システム\00_ドライバ\プリンタドライバ\27階\Vasara
※カラー複合機※
  ＜デスクトップにコピー＞したフォルダを開き、
　【Windows7】は  setup.exe
  【Windows10】は　fxap3c3305plw13121nwxp6fja.exe   　を実行する。 "
1352313,VSR　プリンタ　使用,4592,"Vasaraのプリンタ使用に関してですね。

※下記フォルダに格納されている【DocuCentre-III C3305(Vasara専用）  】フォルダ配下にある
　【Windows7】もしくは  【Windows10】フォルダを＜デスクトップにコピー＞してください。

 \\septeni.jp\metal\Gr_d_全社共有\情報システム\00_ドライバ\プリンタドライバ\27階\Vasara
※カラー複合機※
  ＜デスクトップにコピー＞したフォルダを開き、
　【Windows7】は  setup.exe
  【Windows10】は　fxap3c3305plw13121nwxp6fja.exe   　を実行する。 "
1352314,VSR　プリンタ　ドライバ,4592,"Vasaraのプリンタ使用に関してですね。

※下記フォルダに格納されている【DocuCentre-III C3305(Vasara専用）  】フォルダ配下にある
　【Windows7】もしくは  【Windows10】フォルダを＜デスクトップにコピー＞してください。

 \\septeni.jp\metal\Gr_d_全社共有\情報システム\00_ドライバ\プリンタドライバ\27階\Vasara
※カラー複合機※
  ＜デスクトップにコピー＞したフォルダを開き、
　【Windows7】は  setup.exe
  【Windows10】は　fxap3c3305plw13121nwxp6fja.exe   　を実行する。 "
1352315,VSR　プリンタ　設定,4592,"Vasaraのプリンタ使用に関してですね。

※下記フォルダに格納されている【DocuCentre-III C3305(Vasara専用）  】フォルダ配下にある
　【Windows7】もしくは  【Windows10】フォルダを＜デスクトップにコピー＞してください。

 \\septeni.jp\metal\Gr_d_全社共有\情報システム\00_ドライバ\プリンタドライバ\27階\Vasara
※カラー複合機※
  ＜デスクトップにコピー＞したフォルダを開き、
　【Windows7】は  setup.exe
  【Windows10】は　fxap3c3305plw13121nwxp6fja.exe   　を実行する。 "
1352316,VSR　プリンタ　利用,4592,"Vasaraのプリンタ使用に関してですね。

※下記フォルダに格納されている【DocuCentre-III C3305(Vasara専用）  】フォルダ配下にある
　【Windows7】もしくは  【Windows10】フォルダを＜デスクトップにコピー＞してください。

 \\septeni.jp\metal\Gr_d_全社共有\情報システム\00_ドライバ\プリンタドライバ\27階\Vasara
※カラー複合機※
  ＜デスクトップにコピー＞したフォルダを開き、
　【Windows7】は  setup.exe
  【Windows10】は　fxap3c3305plw13121nwxp6fja.exe   　を実行する。 "
1352317,VSR　プリンタ　使いたい,4592,"Vasaraのプリンタ使用に関してですね。

※下記フォルダに格納されている【DocuCentre-III C3305(Vasara専用）  】フォルダ配下にある
　【Windows7】もしくは  【Windows10】フォルダを＜デスクトップにコピー＞してください。

 \\septeni.jp\metal\Gr_d_全社共有\情報システム\00_ドライバ\プリンタドライバ\27階\Vasara
※カラー複合機※
  ＜デスクトップにコピー＞したフォルダを開き、
　【Windows7】は  setup.exe
  【Windows10】は　fxap3c3305plw13121nwxp6fja.exe   　を実行する。 "
1352318,勤怠システムにアクセスできない,4593,"勤怠システムにアクセス出来ないとのことですね。

勤怠システムにアクセスした際に、画面が真っ白になる場合に有効です。
★Silverlightをアンインストールします。
　1.スタート＞コントロールパネル＞プログラムと機能
　2.Silverlightをクリックし、アンインストールします。

★Silverlightをインストールします。  以下よりインストールしてください。
 http://www.microsoft.com/ja-jp/silverlight/download.aspx"
1352319,勤怠　アクセス　できない,4593,"勤怠システムにアクセス出来ないとのことですね。

勤怠システムにアクセスした際に、画面が真っ白になる場合に有効です。
★Silverlightをアンインストールします。
　1.スタート＞コントロールパネル＞プログラムと機能
　2.Silverlightをクリックし、アンインストールします。

★Silverlightをインストールします。  以下よりインストールしてください。
 http://www.microsoft.com/ja-jp/silverlight/download.aspx"
1352320,勤怠　アクセス　したい,4593,"勤怠システムにアクセス出来ないとのことですね。

勤怠システムにアクセスした際に、画面が真っ白になる場合に有効です。
★Silverlightをアンインストールします。
　1.スタート＞コントロールパネル＞プログラムと機能
　2.Silverlightをクリックし、アンインストールします。

★Silverlightをインストールします。  以下よりインストールしてください。
 http://www.microsoft.com/ja-jp/silverlight/download.aspx"
1352321,勤怠　ログイン　できない,4593,"勤怠システムにアクセス出来ないとのことですね。

勤怠システムにアクセスした際に、画面が真っ白になる場合に有効です。
★Silverlightをアンインストールします。
　1.スタート＞コントロールパネル＞プログラムと機能
　2.Silverlightをクリックし、アンインストールします。

★Silverlightをインストールします。  以下よりインストールしてください。
 http://www.microsoft.com/ja-jp/silverlight/download.aspx"
1352322,勤怠　使えない,4593,"勤怠システムにアクセス出来ないとのことですね。

勤怠システムにアクセスした際に、画面が真っ白になる場合に有効です。
★Silverlightをアンインストールします。
　1.スタート＞コントロールパネル＞プログラムと機能
　2.Silverlightをクリックし、アンインストールします。

★Silverlightをインストールします。  以下よりインストールしてください。
 http://www.microsoft.com/ja-jp/silverlight/download.aspx"
1352323,ネットに繋がらない（有線LANの場合）,4594,"有線LANを挿しているのに、インターネットに繋がらないとのことですね。

下記手順を行ってください。
[スタートボタン]＞[コントロールパネル]＞[ネットワークとインターネット]＞[ネットワークと共有センター]＞[ローカルエリア接続]＞[診断]
問題が解決されなかった場合は情シスにご連絡ください。 "
1352324,ネット　繋がらない　有線,4594,"有線LANを挿しているのに、インターネットに繋がらないとのことですね。

下記手順を行ってください。
[スタートボタン]＞[コントロールパネル]＞[ネットワークとインターネット]＞[ネットワークと共有センター]＞[ローカルエリア接続]＞[診断]
問題が解決されなかった場合は情シスにご連絡ください。 "
1352325,ネット　有線　挿している,4594,"有線LANを挿しているのに、インターネットに繋がらないとのことですね。

下記手順を行ってください。
[スタートボタン]＞[コントロールパネル]＞[ネットワークとインターネット]＞[ネットワークと共有センター]＞[ローカルエリア接続]＞[診断]
問題が解決されなかった場合は情シスにご連絡ください。 "
1352326,ネット　有線　アクセス　できない,4594,"有線LANを挿しているのに、インターネットに繋がらないとのことですね。

下記手順を行ってください。
[スタートボタン]＞[コントロールパネル]＞[ネットワークとインターネット]＞[ネットワークと共有センター]＞[ローカルエリア接続]＞[診断]
問題が解決されなかった場合は情シスにご連絡ください。 "
1352327,ネット　有線　アクセス　解決,4594,"有線LANを挿しているのに、インターネットに繋がらないとのことですね。

下記手順を行ってください。
[スタートボタン]＞[コントロールパネル]＞[ネットワークとインターネット]＞[ネットワークと共有センター]＞[ローカルエリア接続]＞[診断]
問題が解決されなかった場合は情シスにご連絡ください。 "
1352328,Googleカレンダーを使いたい,4595,"Google カレンダー利用についてですね。

現時点のカレンダーでは社外への情報公開を完全にできない仕様となるため、利用できないようにしてあります。
 今後の仕様変更で可能となれば再度リリースを検討しますのでそれまで利用不可という事になります。"
1352329,Google　カレンダー　利用,4595,"Google カレンダー利用についてですね。

現時点のカレンダーでは社外への情報公開を完全にできない仕様となるため、利用できないようにしてあります。
 今後の仕様変更で可能となれば再度リリースを検討しますのでそれまで利用不可という事になります。"
1352330,Google　カレンダー　使用,4595,"Google カレンダー利用についてですね。

現時点のカレンダーでは社外への情報公開を完全にできない仕様となるため、利用できないようにしてあります。
 今後の仕様変更で可能となれば再度リリースを検討しますのでそれまで利用不可という事になります。"
1352331,Google　カレンダー　設定　方法,4595,"Google カレンダー利用についてですね。

現時点のカレンダーでは社外への情報公開を完全にできない仕様となるため、利用できないようにしてあります。
 今後の仕様変更で可能となれば再度リリースを検討しますのでそれまで利用不可という事になります。"
1352332,Google　カレンダー　仕様,4595,"Google カレンダー利用についてですね。

現時点のカレンダーでは社外への情報公開を完全にできない仕様となるため、利用できないようにしてあります。
 今後の仕様変更で可能となれば再度リリースを検討しますのでそれまで利用不可という事になります。"
1352333,★ｵｽｽﾒ★ChromeやFirefoxで販管やIE依存のサイトを閲覧する方法,4596,"ChromeやFirefoxで販管やIE依存のサイトを閲覧する方法ですね。

※不具合の場合にもサポートしきれない場合がありますので、自己責任でお願いします※
 
以下をインストールする事でChromeやFirefoxを使ってIE専用サイトを閲覧する事ができます。
 
Chromeの場合
 https://chrome.google.com/webstore/detail/ie-tab-multi-enhance/fnfnbeppfinmnjnjhedifcfllpcfgeea?hl=ja
Firefox
の場合
 https://addons.mozilla.org/ja/firefox/addon/ie-tab/"
1352334,サイト依存　閲覧　方法,4596,"ChromeやFirefoxで販管やIE依存のサイトを閲覧する方法ですね。

※不具合の場合にもサポートしきれない場合がありますので、自己責任でお願いします※
 
以下をインストールする事でChromeやFirefoxを使ってIE専用サイトを閲覧する事ができます。
 
Chromeの場合
 https://chrome.google.com/webstore/detail/ie-tab-multi-enhance/fnfnbeppfinmnjnjhedifcfllpcfgeea?hl=ja
Firefox
の場合
 https://addons.mozilla.org/ja/firefox/addon/ie-tab/"
1352335,chrome　サイト依存　見たい,4596,"ChromeやFirefoxで販管やIE依存のサイトを閲覧する方法ですね。

※不具合の場合にもサポートしきれない場合がありますので、自己責任でお願いします※
 
以下をインストールする事でChromeやFirefoxを使ってIE専用サイトを閲覧する事ができます。
 
Chromeの場合
 https://chrome.google.com/webstore/detail/ie-tab-multi-enhance/fnfnbeppfinmnjnjhedifcfllpcfgeea?hl=ja
Firefox
の場合
 https://addons.mozilla.org/ja/firefox/addon/ie-tab/"
1352336,Firefox　サイト依存　見たい,4596,"ChromeやFirefoxで販管やIE依存のサイトを閲覧する方法ですね。

※不具合の場合にもサポートしきれない場合がありますので、自己責任でお願いします※
 
以下をインストールする事でChromeやFirefoxを使ってIE専用サイトを閲覧する事ができます。
 
Chromeの場合
 https://chrome.google.com/webstore/detail/ie-tab-multi-enhance/fnfnbeppfinmnjnjhedifcfllpcfgeea?hl=ja
Firefox
の場合
 https://addons.mozilla.org/ja/firefox/addon/ie-tab/"
1352337,Firefox　閲覧　ページ　見たい,4596,"ChromeやFirefoxで販管やIE依存のサイトを閲覧する方法ですね。

※不具合の場合にもサポートしきれない場合がありますので、自己責任でお願いします※
 
以下をインストールする事でChromeやFirefoxを使ってIE専用サイトを閲覧する事ができます。
 
Chromeの場合
 https://chrome.google.com/webstore/detail/ie-tab-multi-enhance/fnfnbeppfinmnjnjhedifcfllpcfgeea?hl=ja
Firefox
の場合
 https://addons.mozilla.org/ja/firefox/addon/ie-tab/"
1352338,chrome　閲覧　ページ　見たい,4596,"ChromeやFirefoxで販管やIE依存のサイトを閲覧する方法ですね。

※不具合の場合にもサポートしきれない場合がありますので、自己責任でお願いします※
 
以下をインストールする事でChromeやFirefoxを使ってIE専用サイトを閲覧する事ができます。
 
Chromeの場合
 https://chrome.google.com/webstore/detail/ie-tab-multi-enhance/fnfnbeppfinmnjnjhedifcfllpcfgeea?hl=ja
Firefox
の場合
 https://addons.mozilla.org/ja/firefox/addon/ie-tab/"
1352339,サイト依存　サポート,4596,"ChromeやFirefoxで販管やIE依存のサイトを閲覧する方法ですね。

※不具合の場合にもサポートしきれない場合がありますので、自己責任でお願いします※
 
以下をインストールする事でChromeやFirefoxを使ってIE専用サイトを閲覧する事ができます。
 
Chromeの場合
 https://chrome.google.com/webstore/detail/ie-tab-multi-enhance/fnfnbeppfinmnjnjhedifcfllpcfgeea?hl=ja
Firefox
の場合
 https://addons.mozilla.org/ja/firefox/addon/ie-tab/"
1352340,"せぷめーるのパスワードを忘れた
 ",4597,"せぷめーるのパスワードを忘れたとのことですね。

リセットを行いますので、情シス運用保守チームまでメールを下さい。
 アドレス：itsystems@septeni-holdings.co.jp
 
件名：せぷめーるパスワードリセットの依頼
 
※お急ぎの場合は内線でご連絡下さい。

リセット後のパスワードはログイン名と同じになります。
原則的にご本人からの依頼にのみ対応致します。"
1352341,せぷめーる　パスワード　忘れた,4597,"せぷめーるのパスワードを忘れたとのことですね。

リセットを行いますので、情シス運用保守チームまでメールを下さい。
 アドレス：itsystems@septeni-holdings.co.jp
 
件名：せぷめーるパスワードリセットの依頼
 
※お急ぎの場合は内線でご連絡下さい。

リセット後のパスワードはログイン名と同じになります。
原則的にご本人からの依頼にのみ対応致します。"
1352342,せぷめーる　パスワード　リセット,4597,"せぷめーるのパスワードを忘れたとのことですね。

リセットを行いますので、情シス運用保守チームまでメールを下さい。
 アドレス：itsystems@septeni-holdings.co.jp
 
件名：せぷめーるパスワードリセットの依頼
 
※お急ぎの場合は内線でご連絡下さい。

リセット後のパスワードはログイン名と同じになります。
原則的にご本人からの依頼にのみ対応致します。"
1352343,せぷめーる　パスワード　思い出せない,4597,"せぷめーるのパスワードを忘れたとのことですね。

リセットを行いますので、情シス運用保守チームまでメールを下さい。
 アドレス：itsystems@septeni-holdings.co.jp
 
件名：せぷめーるパスワードリセットの依頼
 
※お急ぎの場合は内線でご連絡下さい。

リセット後のパスワードはログイン名と同じになります。
原則的にご本人からの依頼にのみ対応致します。"
1352344,SSLを取得したい,4598,"SSLの取得についてですね。

■セプテーニ連結会社の場合
詳細は業務推進部へご連絡下さい。
 server-admin@septeni.co.jp
 
■セプテーニ連結以外場合は、以下の情報を
情シスまでご連絡下さい。
 
 ・ドメイン

情シスML
itsystems@septeni-holdings.co.jp"
1352345,SSL　取得,4598,"SSLの取得についてですね。

■セプテーニ連結会社の場合
詳細は業務推進部へご連絡下さい。
 server-admin@septeni.co.jp
 
■セプテーニ連結以外場合は、以下の情報を
情シスまでご連絡下さい。
 
 ・ドメイン

情シスML
itsystems@septeni-holdings.co.jp"
1352346,SSL　取る,4598,"SSLの取得についてですね。

■セプテーニ連結会社の場合
詳細は業務推進部へご連絡下さい。
 server-admin@septeni.co.jp
 
■セプテーニ連結以外場合は、以下の情報を
情シスまでご連絡下さい。
 
 ・ドメイン

情シスML
itsystems@septeni-holdings.co.jp"
1352347,辞書ツールの移行ができない,4599,"辞書ツールの移行ができないとのことですね。

旧PCから新PCへ辞書ツールの移行をするにあたり、
バージョンが違うためエラーが出ることがあります。
 
過去のバージョンのユーザー辞書に登録されている登録単語を、
新しくユーザー辞書に追加して使えるようにするには、
以下の手順を参考に辞書登録をお願いいたします。
 
 1.IME ツール バーの  (ツール) をクリックし、[辞書ツール] をクリックします。
 　[Microsoft Office IME 2007 辞書ツール] ウィンドウが表示されます。
 2.[ツール] メニューの [Microsoft IME 辞書からの登録] をクリックします。
 　[Microsoft IME 辞書からの登録] ダイアログ ボックスが表示されます。

 3.ファイル名を選択し、[開く] をクリックします。
 　ユーザー辞書から登録されます。
 4.[終了] をクリックします。
 　[Microsoft Office IME 2007 辞書ツール] ウィンドウに戻ります。

 5.終了するときは、[ファイル] メニューの [終了] をクリックします。
 
※過去のバージョンのユーザー辞書に登録した用例は、
Microsoft Office IME 2007 に取り込んで使うことはできません。"
1352348,辞書　ツール　移行　できない,4599,"辞書ツールの移行ができないとのことですね。

旧PCから新PCへ辞書ツールの移行をするにあたり、
バージョンが違うためエラーが出ることがあります。
 
過去のバージョンのユーザー辞書に登録されている登録単語を、
新しくユーザー辞書に追加して使えるようにするには、
以下の手順を参考に辞書登録をお願いいたします。
 
 1.IME ツール バーの  (ツール) をクリックし、[辞書ツール] をクリックします。
 　[Microsoft Office IME 2007 辞書ツール] ウィンドウが表示されます。
 2.[ツール] メニューの [Microsoft IME 辞書からの登録] をクリックします。
 　[Microsoft IME 辞書からの登録] ダイアログ ボックスが表示されます。

 3.ファイル名を選択し、[開く] をクリックします。
 　ユーザー辞書から登録されます。
 4.[終了] をクリックします。
 　[Microsoft Office IME 2007 辞書ツール] ウィンドウに戻ります。

 5.終了するときは、[ファイル] メニューの [終了] をクリックします。
 
※過去のバージョンのユーザー辞書に登録した用例は、
Microsoft Office IME 2007 に取り込んで使うことはできません。"
1352349,辞書　ツール　移せない,4599,"辞書ツールの移行ができないとのことですね。

旧PCから新PCへ辞書ツールの移行をするにあたり、
バージョンが違うためエラーが出ることがあります。
 
過去のバージョンのユーザー辞書に登録されている登録単語を、
新しくユーザー辞書に追加して使えるようにするには、
以下の手順を参考に辞書登録をお願いいたします。
 
 1.IME ツール バーの  (ツール) をクリックし、[辞書ツール] をクリックします。
 　[Microsoft Office IME 2007 辞書ツール] ウィンドウが表示されます。
 2.[ツール] メニューの [Microsoft IME 辞書からの登録] をクリックします。
 　[Microsoft IME 辞書からの登録] ダイアログ ボックスが表示されます。

 3.ファイル名を選択し、[開く] をクリックします。
 　ユーザー辞書から登録されます。
 4.[終了] をクリックします。
 　[Microsoft Office IME 2007 辞書ツール] ウィンドウに戻ります。

 5.終了するときは、[ファイル] メニューの [終了] をクリックします。
 
※過去のバージョンのユーザー辞書に登録した用例は、
Microsoft Office IME 2007 に取り込んで使うことはできません。"
1352350,辞書登録　移行　できない,4599,"辞書ツールの移行ができないとのことですね。

旧PCから新PCへ辞書ツールの移行をするにあたり、
バージョンが違うためエラーが出ることがあります。
 
過去のバージョンのユーザー辞書に登録されている登録単語を、
新しくユーザー辞書に追加して使えるようにするには、
以下の手順を参考に辞書登録をお願いいたします。
 
 1.IME ツール バーの  (ツール) をクリックし、[辞書ツール] をクリックします。
 　[Microsoft Office IME 2007 辞書ツール] ウィンドウが表示されます。
 2.[ツール] メニューの [Microsoft IME 辞書からの登録] をクリックします。
 　[Microsoft IME 辞書からの登録] ダイアログ ボックスが表示されます。

 3.ファイル名を選択し、[開く] をクリックします。
 　ユーザー辞書から登録されます。
 4.[終了] をクリックします。
 　[Microsoft Office IME 2007 辞書ツール] ウィンドウに戻ります。

 5.終了するときは、[ファイル] メニューの [終了] をクリックします。
 
※過去のバージョンのユーザー辞書に登録した用例は、
Microsoft Office IME 2007 に取り込んで使うことはできません。"
1352351,辞書登録　移行　エラー,4599,"辞書ツールの移行ができないとのことですね。

旧PCから新PCへ辞書ツールの移行をするにあたり、
バージョンが違うためエラーが出ることがあります。
 
過去のバージョンのユーザー辞書に登録されている登録単語を、
新しくユーザー辞書に追加して使えるようにするには、
以下の手順を参考に辞書登録をお願いいたします。
 
 1.IME ツール バーの  (ツール) をクリックし、[辞書ツール] をクリックします。
 　[Microsoft Office IME 2007 辞書ツール] ウィンドウが表示されます。
 2.[ツール] メニューの [Microsoft IME 辞書からの登録] をクリックします。
 　[Microsoft IME 辞書からの登録] ダイアログ ボックスが表示されます。

 3.ファイル名を選択し、[開く] をクリックします。
 　ユーザー辞書から登録されます。
 4.[終了] をクリックします。
 　[Microsoft Office IME 2007 辞書ツール] ウィンドウに戻ります。

 5.終了するときは、[ファイル] メニューの [終了] をクリックします。
 
※過去のバージョンのユーザー辞書に登録した用例は、
Microsoft Office IME 2007 に取り込んで使うことはできません。"
1352352,サブドメイン　設定,4600,"サブドメインの利用についてですね。

コーポレートサイトで使用しているドメインのサブドメインの利用を希望する場合は情シスまで以下の情報をご連絡下さい。
 ML：itsystems@septeni-holdings.co.jp
 
 ・希望ドメイン
 ・設定内容
 （AレコードであればIPアドレス
、CNAMEレコードであればディレクトリなど）
 
設定は2営業日かかります。
費用はかかりません。
 
※サブドメインとは※
 ○○.septeni-holdings.co.jpなど
もっているドメインの前に英文字を入れたもの
 例：gr.septeni-holdins.co.jp（人物図鑑）
 　　yotei.septeni.com（サイボウズ）"
1352353,サブドメインを使用したい,4600,"サブドメインの利用についてですね。

コーポレートサイトで使用しているドメインのサブドメインの利用を希望する場合は情シスまで以下の情報をご連絡下さい。
 ML：itsystems@septeni-holdings.co.jp
 
 ・希望ドメイン
 ・設定内容
 （AレコードであればIPアドレス
、CNAMEレコードであればディレクトリなど）
 
設定は2営業日かかります。
費用はかかりません。
 
※サブドメインとは※
 ○○.septeni-holdings.co.jpなど
もっているドメインの前に英文字を入れたもの
 例：gr.septeni-holdins.co.jp（人物図鑑）
 　　yotei.septeni.com（サイボウズ）"
1352354,サブドメイン　作りたい,4600,"サブドメインの利用についてですね。

コーポレートサイトで使用しているドメインのサブドメインの利用を希望する場合は情シスまで以下の情報をご連絡下さい。
 ML：itsystems@septeni-holdings.co.jp
 
 ・希望ドメイン
 ・設定内容
 （AレコードであればIPアドレス
、CNAMEレコードであればディレクトリなど）
 
設定は2営業日かかります。
費用はかかりません。
 
※サブドメインとは※
 ○○.septeni-holdings.co.jpなど
もっているドメインの前に英文字を入れたもの
 例：gr.septeni-holdins.co.jp（人物図鑑）
 　　yotei.septeni.com（サイボウズ）"
1352355,サブドメイン　費用,4600,"サブドメインの利用についてですね。

コーポレートサイトで使用しているドメインのサブドメインの利用を希望する場合は情シスまで以下の情報をご連絡下さい。
 ML：itsystems@septeni-holdings.co.jp
 
 ・希望ドメイン
 ・設定内容
 （AレコードであればIPアドレス
、CNAMEレコードであればディレクトリなど）
 
設定は2営業日かかります。
費用はかかりません。
 
※サブドメインとは※
 ○○.septeni-holdings.co.jpなど
もっているドメインの前に英文字を入れたもの
 例：gr.septeni-holdins.co.jp（人物図鑑）
 　　yotei.septeni.com（サイボウズ）"
1352356,サブドメイン　利用,4600,"サブドメインの利用についてですね。

コーポレートサイトで使用しているドメインのサブドメインの利用を希望する場合は情シスまで以下の情報をご連絡下さい。
 ML：itsystems@septeni-holdings.co.jp
 
 ・希望ドメイン
 ・設定内容
 （AレコードであればIPアドレス
、CNAMEレコードであればディレクトリなど）
 
設定は2営業日かかります。
費用はかかりません。
 
※サブドメインとは※
 ○○.septeni-holdings.co.jpなど
もっているドメインの前に英文字を入れたもの
 例：gr.septeni-holdins.co.jp（人物図鑑）
 　　yotei.septeni.com（サイボウズ）"
1352357,サブドメイン　使いたい,4600,"サブドメインの利用についてですね。

コーポレートサイトで使用しているドメインのサブドメインの利用を希望する場合は情シスまで以下の情報をご連絡下さい。
 ML：itsystems@septeni-holdings.co.jp
 
 ・希望ドメイン
 ・設定内容
 （AレコードであればIPアドレス
、CNAMEレコードであればディレクトリなど）
 
設定は2営業日かかります。
費用はかかりません。
 
※サブドメインとは※
 ○○.septeni-holdings.co.jpなど
もっているドメインの前に英文字を入れたもの
 例：gr.septeni-holdins.co.jp（人物図鑑）
 　　yotei.septeni.com（サイボウズ）"
1352358,★ｵｽｽﾒ★Excelの自動保存設定,4601,"Excelの自動保存設定についてですね。

自動的にExcelを保存させるための設定です。
 
 1.Excelを起動します。
 2.[ブックの保存] の下の [次の間隔で回復用データの自動保存を行う] チェック ボックスをオンにして、自動バックアップ機能を有効にします。
 3.[分ごと] ボックスには、1 〜 120 までの整数値を入力することができます。このボックスで保存する間隔の分数を設定します。
 既定では 10 分です。
 4.[自動回復用ファイルの場所] ボックスでは、自動バックアップ ファイルを保存する場所のパスとフォルダーの名前を入力できます。"
1352359,エクセル　自動保存,4601,"Excelの自動保存設定についてですね。

自動的にExcelを保存させるための設定です。
 
 1.Excelを起動します。
 2.[ブックの保存] の下の [次の間隔で回復用データの自動保存を行う] チェック ボックスをオンにして、自動バックアップ機能を有効にします。
 3.[分ごと] ボックスには、1 〜 120 までの整数値を入力することができます。このボックスで保存する間隔の分数を設定します。
 既定では 10 分です。
 4.[自動回復用ファイルの場所] ボックスでは、自動バックアップ ファイルを保存する場所のパスとフォルダーの名前を入力できます。"
1352360,エクセル　自動保存　設定,4601,"Excelの自動保存設定についてですね。

自動的にExcelを保存させるための設定です。
 
 1.Excelを起動します。
 2.[ブックの保存] の下の [次の間隔で回復用データの自動保存を行う] チェック ボックスをオンにして、自動バックアップ機能を有効にします。
 3.[分ごと] ボックスには、1 〜 120 までの整数値を入力することができます。このボックスで保存する間隔の分数を設定します。
 既定では 10 分です。
 4.[自動回復用ファイルの場所] ボックスでは、自動バックアップ ファイルを保存する場所のパスとフォルダーの名前を入力できます。"
1352361,Adobeソフトを利用したい,4602,"Adobeソフトの利用についてですね。

在庫がある場合は無償でお渡しが可能です。
情シスまで情シスの有無をお問い合わせ下さい。
 （ML：itsystems@septeni-holdings.co.jp）
 
【問い合わせ事項】
 ・必要なソフトの名称
 ・希望するバージョン
 ・使用者
 
【注意事項】
 ・Windows7はCS4以上のソフトしかサポートされておりません。
 使用は可能ですが、万が一不良があってもサポートできず、動作も保証できません。
 ・adobe production premiumは64bitのみに対応しています。"
